"value","density","param","method"
1.15831663326653,0.890257410148937,"theta2","True posterior"
1.16633266533066,0.797025555818318,"theta2","True posterior"
1.17434869739479,0.707884692690392,"theta2","True posterior"
1.18236472945892,0.623533571131672,"theta2","True posterior"
1.19038076152305,0.544549258456704,"theta2","True posterior"
1.19839679358717,0.471376026956043,"theta2","True posterior"
1.2064128256513,0.404319156876007,"theta2","True posterior"
1.21442885771543,0.343543929370584,"theta2","True posterior"
1.22244488977956,0.289079791766971,"theta2","True posterior"
1.23046092184369,0.240829377904828,"theta2","True posterior"
1.23847695390782,0.198581784295964,"theta2","True posterior"
1.24649298597194,0.162029262526975,"theta2","True posterior"
1.25450901803607,0.130786310734676,"theta2","True posterior"
1.2625250501002,0.104410047532214,"theta2","True posterior"
1.27054108216433,0.0824207382379208,"theta2","True posterior"
1.27855711422846,0.0643214147284569,"theta2","True posterior"
1.28657314629258,0.0496156770807234,"theta2","True posterior"
1.29458917835671,0.0378229702557579,"theta2","True posterior"
1.30260521042084,0.0284908699804215,"theta2","True posterior"
1.31062124248497,0.0212041638538416,"theta2","True posterior"
1.3186372745491,0.0155907524204576,"theta2","True posterior"
1.32665330661323,0.0113245999924131,"theta2","True posterior"
1.33466933867735,0.00812612166232353,"theta2","True posterior"
1.34268537074148,0.00576049353786695,"theta2","True posterior"
1.35070140280561,0.0040344172033494,"theta2","True posterior"
1.35871743486974,0.00279186245672098,"theta2","True posterior"
1.36673346693387,0.00190926474686452,"theta2","True posterior"
1.374749498998,0.00129057823203432,"theta2","True posterior"
1.38276553106212,0.000862495240952454,"theta2","True posterior"
1.39078156312625,0.000570050098545229,"theta2","True posterior"
1.39879759519038,0.000372739231973629,"theta2","True posterior"
1.40681362725451,0.000241216557141538,"theta2","True posterior"
1.41482965931864,0.000154566605629403,"theta2","True posterior"
1.42284569138277,9.81182425989724e-05,"theta2","True posterior"
1.43086172344689,6.17377019688222e-05,"theta2","True posterior"
1.43887775551102,3.85283507253877e-05,"theta2","True posterior"
1.44689378757515,2.38628959622949e-05,"theta2","True posterior"
1.45490981963928,1.4678513333446e-05,"theta2","True posterior"
1.46292585170341,8.97386145731756e-06,"theta2","True posterior"
1.47094188376753,5.45700740997511e-06,"theta2","True posterior"
1.47895791583166,3.30341329928581e-06,"theta2","True posterior"
1.48697394789579,1.99238713048684e-06,"theta2","True posterior"
1.49498997995992,1.19830739036591e-06,"theta2","True posterior"
1.50300601202405,7.19345520343818e-07,"theta2","True posterior"
1.51102204408818,4.31400177110009e-07,"theta2","True posterior"
1.5190380761523,2.58702379371322e-07,"theta2","True posterior"
1.52705410821643,1.55276032443765e-07,"theta2","True posterior"
1.53507014028056,9.33682210269745e-08,"theta2","True posterior"
1.54308617234469,5.62974598436931e-08,"theta2","True posterior"
1.55110220440882,3.40700747272511e-08,"theta2","True posterior"
1.55911823647295,2.07130514096242e-08,"theta2","True posterior"
1.56713426853707,1.26614704922093e-08,"theta2","True posterior"
1.5751503006012,7.78867434951064e-09,"theta2","True posterior"
1.58316633266533,4.82545514814255e-09,"theta2","True posterior"
1.59118236472946,3.01333957814054e-09,"theta2","True posterior"
1.59919839679359,1.8980799430551e-09,"theta2","True posterior"
1.60721442885772,1.20681116640813e-09,"theta2","True posterior"
1.61523046092184,7.75002320453046e-10,"theta2","True posterior"
1.62324649298597,5.02994717174363e-10,"theta2","True posterior"
1.6312625250501,3.3010701626954e-10,"theta2","True posterior"
1.63927855711423,2.19172737199186e-10,"theta2","True posterior"
1.64729458917836,1.4727969590211e-10,"theta2","True posterior"
1.65531062124248,1.00203270191511e-10,"theta2","True posterior"
1.66332665330661,6.90454670384985e-11,"theta2","True posterior"
1.67134268537074,4.81956059432232e-11,"theta2","True posterior"
1.67935871743487,3.40860269358205e-11,"theta2","True posterior"
1.687374749499,2.44282586448987e-11,"theta2","True posterior"
1.69539078156313,1.77410486653907e-11,"theta2","True posterior"
1.70340681362725,1.30566986691099e-11,"theta2","True posterior"
1.71142284569138,9.73699941281607e-12,"theta2","True posterior"
1.71943887775551,7.35697614858863e-12,"theta2","True posterior"
1.72745490981964,5.63087919391112e-12,"theta2","True posterior"
1.73547094188377,4.36468313158643e-12,"theta2","True posterior"
1.7434869739479,3.42534481340394e-12,"theta2","True posterior"
1.75150300601202,2.72073816794695e-12,"theta2","True posterior"
1.75951903807615,2.18644486213139e-12,"theta2","True posterior"
1.76753507014028,1.77698275215745e-12,"theta2","True posterior"
1.77555110220441,1.45993037103312e-12,"theta2","True posterior"
1.78356713426854,1.21195690519881e-12,"theta2","True posterior"
1.79158316633267,1.0161163062174e-12,"theta2","True posterior"
1.79959919839679,8.59987016741334e-13,"theta2","True posterior"
1.80761523046092,7.34382043266689e-13,"theta2","True posterior"
1.81563126252505,6.32446892877016e-13,"theta2","True posterior"
1.82364729458918,5.4902344190909e-13,"theta2","True posterior"
1.83166332665331,4.80197619503471e-13,"theta2","True posterior"
1.83967935871743,4.22975168260447e-13,"theta2","True posterior"
1.84769539078156,3.75047354252748e-13,"theta2","True posterior"
1.85571142284569,3.34620343390173e-13,"theta2","True posterior"
1.86372745490982,3.00289987848061e-13,"theta2","True posterior"
1.87174348697395,2.70949246127375e-13,"theta2","True posterior"
1.87975951903808,2.45719228964057e-13,"theta2","True posterior"
1.8877755511022,2.23897473959347e-13,"theta2","True posterior"
1.89579158316633,2.04918873251962e-13,"theta2","True posterior"
1.90380761523046,1.88325958353569e-13,"theta2","True posterior"
1.91182364729459,1.73746151741755e-13,"theta2","True posterior"
